rec_tourist_spots_geometry,rec_tourist_spots_tag,rec_tourist_spots_address,rec_tourist_spots_street,rec_tourist_spots_city
"POLYGON ((-6.1389037 53.2930833, -6.1389658 53.2931102, -6.138683 53.2933432, -6.1386209 53.2933163, -6.1389037 53.2930833))",pub,Dunphy's,Georges Street Lower,Dún Laoghaire
"POLYGON ((-6.1623618 53.2955633, -6.1619363 53.2954997, -6.1620679 53.295185, -6.1624934 53.2952486, -6.1623618 53.2955633))",arts_centre,Cultúrlann na hÉireann,Belgrave Square South,Monkstown
"POLYGON ((-6.1341499 53.2947025, -6.1341063 53.2947463, -6.1341934 53.2947773, -6.1341313 53.2948396, -6.1340405 53.2948074, -6.1339323 53.2949162, -6.1338583 53.2948899, -6.1337963 53.2949523, -6.1336066 53.2948848, -6.1338824 53.2946075, -6.1341499 53.2947025))",restaurant,Hartley's,Harbour Road,Dún Laoghaire
"POLYGON ((-6.1425235 53.2950525, -6.14239 53.2950516, -6.1423913 53.2949864, -6.1425247 53.2949873, -6.1425235 53.2950525))",restaurant,ZI QI,Georges Street Lower,Dún Laoghaire
"POLYGON ((-6.1425565 53.2948331, -6.1424694 53.2948319, -6.1424723 53.2947522, -6.1425594 53.2947534, -6.1425591 53.2947621, -6.1425565 53.2948331))",restaurant,Harbour Kebab,Georges Street Lower,
"POLYGON ((-6.1414316 53.2947909, -6.1415246 53.294713, -6.1416641 53.2947725, -6.1416669 53.2947737, -6.1416641 53.2947761, -6.1415739 53.2948516, -6.1414316 53.2947909))",pub,Buck Mulligan's,Georges Street Lower,Dún Laoghaire
"POLYGON ((-6.2129367 53.29622, -6.2128033 53.2962181, -6.2128064 53.2961387, -6.2129399 53.2961407, -6.2129367 53.29622))",cafe,Rocket Foods,Deerpark Road,
"POLYGON ((-6.2133368 53.2962256, -6.2132034 53.2962237, -6.2132066 53.2961444, -6.21334 53.2961462, -6.2133368 53.2962256))",cafe,Michaels,Deerpark Road,Mount Merrion
"POLYGON ((-6.2154844 53.2920099, -6.2153303 53.2920219, -6.215303 53.2918973, -6.2154571 53.2918852, -6.2154844 53.2920099))",cafe,Cafe Divino,Trees Road Upper,
"POLYGON ((-6.2624408 53.2684867, -6.2624106 53.268364, -6.2623098 53.2683757, -6.2622467 53.2681949, -6.2617413 53.2682845, -6.2615825 53.2682554, -6.261588 53.2683571, -6.2617468 53.2683525, -6.2617539 53.2684406, -6.2618313 53.2684383, -6.2618393 53.2685374, -6.2621861 53.2684797, -6.26219 53.2685285, -6.2624408 53.2684867))",pub,Taylor's Three Rock,Kellystown Road,
"POLYGON ((-6.2425193 53.3346791, -6.2424372 53.3347039, -6.2423311 53.3345784, -6.2424131 53.3345537, -6.2425193 53.3346791))",pub,The 51,Haddington Road,Dublin
"POLYGON ((-6.2420334 53.3346454, -6.2420924 53.3346273, -6.2421833 53.3347333, -6.2421244 53.3347514, -6.2420334 53.3346454))",restaurant,Bondiola Argentina,Haddington Road,
"POLYGON ((-6.2150004 53.2643108, -6.2148913 53.264361, -6.2147608 53.2642594, -6.2148699 53.2642093, -6.2150004 53.2643108))",cafe,Costa,Sandyford Hall Avenue,
"POLYGON ((-6.2312998 53.2547388, -6.2311945 53.2546048, -6.2314286 53.2545389, -6.2315339 53.2546729, -6.2312998 53.2547388))",pub,The Blue Light,Barnacullia,Sandyford
"POLYGON ((-6.2404902 53.2646384, -6.2404618 53.264618, -6.2404419 53.2646279, -6.2404307 53.2646199, -6.2403911 53.2646396, -6.2403737 53.2646271, -6.240346 53.2646409, -6.2402812 53.2645944, -6.2402967 53.2645867, -6.2402468 53.2645759, -6.2402557 53.2645573, -6.2401902 53.2645479, -6.2402045 53.2645205, -6.2401825 53.2645048, -6.2402698 53.2644612, -6.240202 53.2644126, -6.2401812 53.264423, -6.2401172 53.2643771, -6.2402879 53.264292, -6.2404504 53.2644086, -6.2406522 53.2645533, -6.2405856 53.2645865, -6.2406103 53.2646042, -6.2405675 53.2646256, -6.2405464 53.2646104, -6.2404902 53.2646384))",pub,Lamb Doyles,Blackglen Road,
"POLYGON ((-6.2602917 53.2960584, -6.2602996 53.2959997, -6.2604283 53.2960067, -6.2604201 53.296064, -6.2602917 53.2960584))",restaurant,Howards Way,Braemor Road,Churchtown
"POLYGON ((-6.2603127 53.2959037, -6.2603195 53.2958533, -6.2606795 53.2958708, -6.2606726 53.2959213, -6.2604486 53.2959103, -6.2603127 53.2959037))",cafe,Insomnia,,
"POLYGON ((-6.2442025 53.3365055, -6.2442604 53.3364515, -6.2444543 53.3365256, -6.2443964 53.3365797, -6.2442025 53.3365055))",arts_centre,Peppercannister Gallery,Herbert Street,Dublin
"POLYGON ((-6.2368241 53.3362668, -6.236921 53.3363874, -6.236728 53.3364427, -6.2366311 53.336322, -6.2368241 53.3362668))",pub,Ryan’s Beggar’s Bush,Haddington Road,Dublin
"POLYGON ((-6.2436904 53.3335019, -6.2437724 53.3335302, -6.2434758 53.333822, -6.2433369 53.3339603, -6.2432561 53.333931, -6.243269 53.3339194, -6.2436904 53.3335019))",restaurant,Bunsen,Baggot Street Upper,Dublin
"POLYGON ((-6.2432401 53.3333301, -6.2433149 53.3333581, -6.2429597 53.333719, -6.24288 53.333691, -6.2430145 53.3335575, -6.2432401 53.3333301))",pub,The Waterloo,Baggot Street Upper,Dublin
"POLYGON ((-6.2427042 53.3331202, -6.2427893 53.3331502, -6.2426006 53.3333408, -6.24258 53.3333617, -6.242495 53.3333316, -6.2427042 53.3331202))",restaurant,Millers Pizza Kitchen,Baggot Street Upper,
"POLYGON ((-6.2437724 53.3335302, -6.2438466 53.3335567, -6.2435485 53.3338484, -6.2434758 53.333822, -6.2437724 53.3335302))",restaurant,Saba,Baggot Street Upper,
"POLYGON ((-6.2429462 53.333217, -6.2431095 53.3332768, -6.242956 53.3334267, -6.2428623 53.3335197, -6.2427968 53.3335846, -6.2427049 53.333551, -6.2426555 53.333599, -6.2425814 53.3335718, -6.2429462 53.333217))",pub,Searsons,Baggot Street Upper,Dublin
"POLYGON ((-6.2428573 53.3331744, -6.2429462 53.333217, -6.2427242 53.3334222, -6.24264 53.3333923, -6.2426679 53.3333647, -6.2428573 53.3331744))",restaurant,Langkawi,Baggot Street Upper,Dublin
"POLYGON ((-6.245156 53.3341915, -6.2452117 53.3342018, -6.2452457 53.3342403, -6.2450923 53.3342825, -6.2450512 53.3342321, -6.2450098 53.3342441, -6.2449619 53.3341852, -6.2450939 53.3341474, -6.2451377 53.3341538, -6.245156 53.3341915))",restaurant,Milano,Haddington Road,
"POLYGON ((-6.2435062 53.2894375, -6.2430802 53.2895179, -6.2430133 53.2894388, -6.2432438 53.2893726, -6.2434124 53.2893214, -6.2435062 53.2894375))",pub,Dundrum House,Main Street,Dundrum
"POLYGON ((-6.2437212 53.2893345, -6.243764 53.2893882, -6.2436706 53.2894171, -6.2436278 53.2893634, -6.2437212 53.2893345))",restaurant,Flaming fish,Main Street,Dundrum
"POLYGON ((-6.2431643 53.2889953, -6.2432457 53.289072, -6.2432542 53.28908, -6.2432264 53.2890906, -6.2431522 53.2891188, -6.2431118 53.2890807, -6.2430622 53.289034, -6.2431643 53.2889953))",pub,The Eagle,Kilmacud Road Upper,Dundrum
"POLYGON ((-6.2430743 53.2889106, -6.2431643 53.2889953, -6.2430622 53.289034, -6.2429723 53.2889493, -6.2430743 53.2889106))",pub,The Nest,Sandyford Road,
"POLYGON ((-6.2431522 53.2891188, -6.2430357 53.2891361, -6.2430194 53.2890961, -6.2431118 53.2890807, -6.2431522 53.2891188))",restaurant,Konkan,Kilmacud Road Upper,
"POLYGON ((-6.137016 53.1685966, -6.1369198 53.1686138, -6.1369295 53.1686525, -6.1366828 53.1686622, -6.1366424 53.1685486, -6.1369785 53.1684942, -6.137016 53.1685966))",pub,Pluck's,,
"POLYGON ((-6.2161896 53.2887239, -6.2158631 53.2887411, -6.2158402 53.2885939, -6.2161649 53.2885749, -6.2161896 53.2887239))",pub,O'Dywers,Kilmacud Road Lower,
"POLYGON ((-6.1697229 53.1922979, -6.1696098 53.1921975, -6.1696988 53.1921615, -6.1698119 53.1922619, -6.1697229 53.1922979))",restaurant,Pandan Court,Church Hill,
"POLYGON ((-6.1699613 53.1929445, -6.16997 53.1930031, -6.1699352 53.1930049, -6.1697568 53.1930143, -6.1696438 53.1930203, -6.1696352 53.1929617, -6.1699613 53.1929445))",cafe,OHSO,,
"POLYGON ((-6.2322374 53.3375163, -6.2320932 53.3375214, -6.2320833 53.3374315, -6.2322269 53.337425, -6.2322374 53.3375163))",pub,The Bath,Bath Avenue,Dublin
"POLYGON ((-6.2341006 53.3373294, -6.2340172 53.3373374, -6.2340054 53.3372716, -6.234088 53.3372663, -6.2341006 53.3373294))",cafe,Juniors' Deli & Cafe,Bath Avenue,
"POLYGON ((-6.2341754 53.3373932, -6.2341006 53.3373294, -6.234088 53.3372663, -6.2341867 53.3372597, -6.2341914 53.3372737, -6.2342688 53.3372498, -6.2343462 53.33733, -6.2341754 53.3373932))",pub,Slattery’s,Grand Canal Street Upper,Dublin
"POLYGON ((-6.2339879 53.3371363, -6.2339095 53.3370749, -6.233931 53.3370651, -6.2340513 53.3370103, -6.2340614 53.3370182, -6.2341157 53.3369935, -6.2341841 53.3370469, -6.2339879 53.3371363))",pub,The Chophouse,Shelbourne Road,
"POLYGON ((-6.2331101 53.3373703, -6.2330963 53.337301, -6.2332577 53.3372896, -6.233268 53.3373412, -6.2332168 53.3373448, -6.2332203 53.3373625, -6.2331101 53.3373703))",restaurant,The Old Spot,Bath Avenue,Dublin
"POLYGON ((-6.2405795 53.3460578, -6.2406022 53.3459434, -6.2408065 53.3459578, -6.2407838 53.3460722, -6.2406406 53.3460621, -6.2405795 53.3460578))",pub,The Ferryman,Sir John Rogerson's Quay,Dublin
"POLYGON ((-6.2400058 53.3424661, -6.2400669 53.3421678, -6.2403306 53.342187, -6.2402853 53.3424082, -6.2402752 53.3424575, -6.2402695 53.3424854, -6.2400058 53.3424661))",cafe,KC Peaches,Pearse Street,Dublin
"POLYGON ((-6.2138234 53.2531253, -6.2137277 53.2530548, -6.2139925 53.2528889, -6.2141172 53.2529759, -6.2139854 53.253053, -6.2138234 53.2531253))",restaurant,The Stone Grill,Enniskerry Road,
"POLYGON ((-6.2139195 53.2532095, -6.2138234 53.2531253, -6.2139854 53.253053, -6.2141172 53.2529759, -6.2142361 53.2530585, -6.2140854 53.253128, -6.2139195 53.2532095))",pub,The Step Inn,Kilgobbin Road,
"POLYGON ((-6.2551248 53.3079791, -6.2550641 53.3081802, -6.2547798 53.3081639, -6.2547881 53.3080769, -6.2546981 53.3080732, -6.254697 53.3080521, -6.2546674 53.3080502, -6.2546596 53.3079566, -6.254813 53.3079355, -6.2551266 53.307912, -6.2551248 53.3079791))",pub,The Dropping Well,Milltown Road,Milltown
"POLYGON ((-6.2453935 53.333886, -6.2452661 53.3339244, -6.2451901 53.3338753, -6.2452912 53.3338188, -6.2453242 53.3338368, -6.2453407 53.3338254, -6.2453935 53.333886))",pub,Bar Eile,Baggot Street Upper,Dublin
"POLYGON ((-6.2455861 53.3338262, -6.245489 53.3338564, -6.2454134 53.3337696, -6.2455105 53.3337394, -6.2455861 53.3338262))",cafe,Coffee 2 Go,Mespil Road,
"POLYGON ((-6.2443877 53.3345513, -6.2444359 53.3344696, -6.2446127 53.3345068, -6.2445645 53.3345885, -6.2443877 53.3345513))",restaurant,Angelina's,Percy Place,Dublin
"POLYGON ((-6.2436577 53.3348382, -6.2435542 53.3349063, -6.2432147 53.3347224, -6.2433182 53.3346543, -6.2436577 53.3348382))",pub,Smyth’s,Haddington Road,Dublin
"POLYGON ((-6.2249223 53.2696065, -6.2250456 53.2696694, -6.2251033 53.2696289, -6.2251709 53.2696634, -6.2250462 53.2697509, -6.2250812 53.2697688, -6.2250191 53.2698122, -6.2250425 53.2698242, -6.2249634 53.2698796, -6.2247342 53.2697626, -6.2248174 53.2697043, -6.2247974 53.269694, -6.2249223 53.2696065))",pub,Sandyford House,Sandyford Road,Sandyford
"POLYGON ((-6.2303838 53.2925997, -6.2301047 53.2927146, -6.2299738 53.2927501, -6.2298938 53.2927612, -6.2298807 53.2927388, -6.2297871 53.2927647, -6.2295919 53.292615, -6.2296754 53.2925704, -6.2296005 53.2925162, -6.2299793 53.2923441, -6.2303838 53.2925997))",pub,The Goat Grill,Taney Road,
"POLYGON ((-6.2422101 53.3397142, -6.2421581 53.3397606, -6.2419863 53.3396919, -6.2420383 53.3396455, -6.2422101 53.3397142))",pub,Becky Morgan's,Grand Canal Street Lower,
"POLYGON ((-6.2420964 53.3399441, -6.2420041 53.3400225, -6.2417883 53.3399526, -6.2418313 53.3399155, -6.2418934 53.3398941, -6.2419267 53.3398947, -6.2419746 53.3398956, -6.2420358 53.33992, -6.2420964 53.3399441))",cafe,3FE,Grand Canal Street Lower,
"POLYGON ((-6.2376982 53.3379491, -6.2375854 53.3380962, -6.2373045 53.3380176, -6.2374194 53.3378711, -6.2376982 53.3379491))",pub,The Gasworks,Grand Canal Street Upper,Dublin
"POLYGON ((-6.2390644 53.3140503, -6.2390715 53.3141376, -6.2387923 53.3142006, -6.2387129 53.3142279, -6.2385795 53.3142627, -6.2385348 53.3142607, -6.2385975 53.3140726, -6.2386868 53.3140638, -6.2386824 53.3140493, -6.2389331 53.3140193, -6.238946 53.3140504, -6.2390602 53.3140378, -6.2390644 53.3140503))",pub,Farmer Brown’s,Clonskeagh Road,Clonskeagh
"POLYGON ((-6.2354321 53.3350755, -6.2353927 53.3350296, -6.2353618 53.3350209, -6.2352498 53.3350549, -6.2352398 53.3350754, -6.2352702 53.3351118, -6.2352786 53.3351219, -6.2354321 53.3350755))",cafe,The Press Cafe,,
"POLYGON ((-6.1844274 53.2670939, -6.1842268 53.2671194, -6.1841808 53.2669904, -6.1842433 53.2669825, -6.1842371 53.2669651, -6.1843753 53.2669475, -6.1844274 53.2670939))",pub,The Gables,,
"POLYGON ((-6.1892735 53.2324744, -6.1891887 53.2324998, -6.1890917 53.2323837, -6.1892543 53.232335, -6.1893275 53.2324227, -6.1892497 53.2324459, -6.1892735 53.2324744))",arts_centre,The Kilternan Gallery,Enniskerry Road,
"POLYGON ((-6.2053656 53.2909042, -6.2047805 53.2911028, -6.2046566 53.2909724, -6.2047054 53.2909559, -6.2047915 53.2910465, -6.2051672 53.290919, -6.2050893 53.290837, -6.2051374 53.2908207, -6.2051536 53.2908377, -6.2052927 53.2907905, -6.2053204 53.2908197, -6.2051866 53.2908651, -6.2052213 53.2909015, -6.2053285 53.2908651, -6.2053656 53.2909042))",restaurant,Beaufield Mews - closed,,
"POLYGON ((-6.1030647 53.2765531, -6.1028372 53.2764622, -6.1029291 53.2763834, -6.10308 53.2764513, -6.1030647 53.2765531))",pub,Finnegan’s,Sorrento Road,Dalkey
"POLYGON ((-6.1501091 53.2610512, -6.1500346 53.2610117, -6.1501589 53.2609277, -6.1500687 53.26088, -6.15013 53.2608385, -6.1502948 53.2609257, -6.1501091 53.2610512))",pub,Horse and Hound,Old Bray Road,
"POLYGON ((-6.1984415 53.288751, -6.1983012 53.2887825, -6.1982828 53.2887873, -6.198265 53.28879, -6.1982515 53.2887879, -6.1982413 53.288782, -6.1982418 53.2887716, -6.1981008 53.2886556, -6.1981662 53.2886249, -6.1981144 53.2885988, -6.1981329 53.2885666, -6.1981772 53.2885877, -6.1981944 53.2885746, -6.1982309 53.288596, -6.1982197 53.2886015, -6.1982521 53.2886138, -6.198342 53.2886629, -6.1983627 53.2886813, -6.1984415 53.288751))",pub,Bolands,Kilmacud Road Lower,
"POLYGON ((-6.2362734 53.3323188, -6.2363776 53.3323287, -6.2363517 53.33243, -6.2363076 53.3324265, -6.2362873 53.3325031, -6.2362261 53.3324974, -6.2362734 53.3323188))",restaurant,Orchid Szechuan,Pembroke Road,
"POLYGON ((-6.2569473 53.2949061, -6.256908 53.2950787, -6.2567708 53.2950676, -6.2568101 53.2948949, -6.2569473 53.2949061))",pub,The Bottle Tower,Beaumont Avenue,Churchtown
"POLYGON ((-6.1093983 53.2014636, -6.1093704 53.2015253, -6.1093665 53.201534, -6.1092729 53.2017411, -6.1092583 53.2017381, -6.1088382 53.201652, -6.1089136 53.2015139, -6.108938 53.2014692, -6.1089757 53.2014001, -6.1090632 53.2014118, -6.1092732 53.2014442, -6.1093403 53.2014546, -6.1093983 53.2014636))",theatre,Mermaid County Wicklow Arts Centre,,
"POLYGON ((-6.1501278 53.2610743, -6.150068 53.2611197, -6.1499707 53.2610739, -6.1500306 53.2610284, -6.1501278 53.2610743))",restaurant,Veda,Johnstown Road,Cabinteely
"POLYGON ((-6.0936402 53.1326719, -6.0936454 53.1327267, -6.0935965 53.1327208, -6.0935547 53.1327822, -6.0935335 53.132868, -6.0935213 53.1329159, -6.0935055 53.1330258, -6.0934237 53.133025, -6.0934311 53.1329228, -6.0933934 53.1329435, -6.0932725 53.132916, -6.0933592 53.1327501, -6.0933383 53.132731, -6.0933763 53.1326988, -6.0933841 53.132642, -6.0936402 53.1326719))",cafe,Pigeon House Cafe,,Delgany
"POLYGON ((-6.0921769 53.133183, -6.0918662 53.1329946, -6.091885 53.1329821, -6.0919253 53.1329611, -6.0919977 53.1329296, -6.0920863 53.1329904, -6.0922779 53.1330367, -6.0924518 53.1332338, -6.0923402 53.1332683, -6.0923033 53.1332283, -6.0922786 53.1332342, -6.0922391 53.133188, -6.0921769 53.133183))",pub,Wicklow Arms,Church Road,Delgany
"POLYGON ((-6.1663161 53.2680015, -6.1664173 53.2681177, -6.1662964 53.2681554, -6.1661951 53.2680392, -6.1663161 53.2680015))",restaurant,Shanai,Old Bray Road,Cornelscourt
"POLYGON ((-6.1637379 53.2786538, -6.1638202 53.2788081, -6.1637976 53.2788124, -6.1638102 53.278836, -6.1636809 53.2788607, -6.163494 53.2788963, -6.1634256 53.278768, -6.1635213 53.2787498, -6.1634948 53.2787002, -6.1637379 53.2786538))",pub,The Grange,Deansgrange Road,
"POLYGON ((-6.1609006 53.2602451, -6.1611236 53.2599658, -6.1612194 53.2599932, -6.1609973 53.2602732, -6.1609006 53.2602451))",cafe,Cabinteely Tearooms,,
"POLYGON ((-6.1350806 53.2450462, -6.1349933 53.2452227, -6.1347423 53.2451782, -6.1348296 53.2450017, -6.1350806 53.2450462))",pub,The Silver Tassie,Cherrywood Road,Dublin
"POLYGON ((-6.1701819 53.1924006, -6.1702318 53.1924295, -6.1701384 53.1924879, -6.1701747 53.1925041, -6.1701123 53.1925621, -6.1699819 53.1924935, -6.1701819 53.1924006))",cafe,Kennedy's of Enniskerry,The Square,
"POLYGON ((-6.1710968 53.1926578, -6.1711596 53.1927318, -6.1709645 53.1928206, -6.1708678 53.1927427, -6.1709528 53.1927129, -6.1709314 53.1926897, -6.1709973 53.1926596, -6.171022 53.1926858, -6.1710968 53.1926578))",cafe,Kingfisher's Kitchen,Main Street,
"POLYGON ((-6.2583546 53.3469748, -6.2582219 53.3470082, -6.2581398 53.3468862, -6.2581779 53.3468786, -6.2582446 53.3469295, -6.2582739 53.3469212, -6.2583546 53.3469748))",pub,J.W. Sweetman Pub,Burgh Quay,Dublin
"POLYGON ((-6.2547194 53.3473727, -6.2547271 53.3472783, -6.2548455 53.3472818, -6.25484 53.347357, -6.2548378 53.3473762, -6.2547194 53.3473727))",pub,The Workshop,George's Quay,Dublin
"POLYGON ((-6.2555791 53.3468638, -6.2554416 53.3468613, -6.2554364 53.3469452, -6.2554885 53.3469463, -6.2554833 53.3470317, -6.2555471 53.3470331, -6.2555524 53.3469477, -6.2555739 53.3469482, -6.255572 53.346976, -6.2556238 53.3469772, -6.2556251 53.3469572, -6.2556805 53.3469584, -6.2556868 53.3468658, -6.2555791 53.3468638))",pub,Mulligan's,Poolbeg Street,Dublin
"POLYGON ((-6.2557578 53.3468671, -6.2558426 53.3468686, -6.2558361 53.346962, -6.2557514 53.3469599, -6.2557578 53.3468671))",restaurant,The Vintage Kitchen,,
"POLYGON ((-6.2557813 53.3474001, -6.2557863 53.3472812, -6.2558805 53.3472826, -6.2558746 53.347401, -6.2557813 53.3474001))",cafe,Starbucks,George's Quay,Dublin
"POLYGON ((-6.2571468 53.3461694, -6.257278 53.3461604, -6.2572968 53.3462305, -6.2571626 53.346242, -6.2571468 53.3461694))",pub,Chaplin’s,Hawkins Street,Dublin
"POLYGON ((-6.2578927 53.3458555, -6.257878 53.3457765, -6.2578709 53.3457381, -6.2579818 53.3457299, -6.2580046 53.3458524, -6.2578927 53.3458555))",pub,Bowe’s,Fleet Street,Dublin
"POLYGON ((-6.2577031 53.3456818, -6.2577491 53.3457472, -6.2576594 53.3457695, -6.2576501 53.3457563, -6.2576131 53.3457038, -6.2577031 53.3456818))",pub,Doyle’s,College Street,Dublin
"POLYGON ((-6.2575297 53.345786, -6.2575447 53.3458022, -6.2575513 53.3458572, -6.2575043 53.3458465, -6.2574752 53.3458286, -6.2574545 53.3458067, -6.257447 53.3457837, -6.2574536 53.3457557, -6.2574696 53.3457405, -6.2575062 53.3457299, -6.2576131 53.3457038, -6.2576501 53.3457563, -6.2575297 53.345786))",pub,Doyle’s,College Street,Dublin
"POLYGON ((-6.2552989 53.3457725, -6.2552961 53.3458451, -6.2555032 53.3458481, -6.2555048 53.3457755, -6.2552989 53.3457725))",cafe,McCabe's,,Dublin
"POLYGON ((-6.2588219 53.3401274, -6.2588573 53.3400863, -6.2587149 53.3400499, -6.2586988 53.3401067, -6.2588219 53.3401274))",restaurant,Peruke & Periwig,Dawson Street,Dublin
"POLYGON ((-6.254741 53.3416109, -6.2546805 53.3417242, -6.2544406 53.3416781, -6.2545092 53.3415444, -6.2546183 53.3415643, -6.2546072 53.341586, -6.254741 53.3416109))",cafe,NLI (HR),Kildare Street,Dublin
"POLYGON ((-6.2516271 53.3413521, -6.2516996 53.3413762, -6.2517657 53.341305, -6.251736 53.3412951, -6.2516931 53.3412809, -6.2516271 53.3413521))",cafe,Café Sol,Clare Street,Dublin
"POLYGON ((-6.2545123 53.3384685, -6.2544043 53.3384387, -6.2543397 53.3385307, -6.2544458 53.3385573, -6.2544701 53.3385243, -6.2545123 53.3384685))",restaurant,Hugo's,Merrion Row,
"POLYGON ((-6.2538931 53.3383107, -6.2537049 53.3382614, -6.2536501 53.3383389, -6.2538038 53.3383783, -6.2538392 53.3383872, -6.2538931 53.3383107))",pub,Foley’s,Merrion Row,Dublin
"POLYGON ((-6.2544043 53.3384387, -6.2542976 53.338412, -6.2542331 53.338504, -6.2543397 53.3385307, -6.2544043 53.3384387))",cafe,Caffè Nero,Merrion Row,Dublin
"POLYGON ((-6.253282 53.3382435, -6.253324 53.3381986, -6.2532105 53.3381632, -6.2531731 53.3382073, -6.253282 53.3382435))",restaurant,Rhubarb Café,Merrion Street Upper,Dublin
"POLYGON ((-6.2529752 53.3384288, -6.2527779 53.3383639, -6.252684 53.338333, -6.2527258 53.3382878, -6.2528197 53.3383187, -6.2528632 53.3382716, -6.2529828 53.3383109, -6.2530293 53.338327, -6.2530605 53.3383365, -6.2529752 53.3384288))",restaurant,Restaurant Patrick Guilbaud,Merrion Street Upper,Dublin
"POLYGON ((-6.2384743 53.3227038, -6.2385621 53.3227335, -6.2386433 53.3227871, -6.2387026 53.3228253, -6.2385897 53.3228887, -6.2386201 53.3229094, -6.2385327 53.3229514, -6.2383655 53.3228286, -6.2384743 53.3227038))",restaurant,Donnybrook Gastropub,Morehampton Road,
"POLYGON ((-6.2526395 53.3419314, -6.2524114 53.3419473, -6.2524671 53.342058, -6.2524808 53.342085, -6.2526279 53.3420704, -6.2526295 53.3420508, -6.2526395 53.3419314))",pub,Lincoln’s Inn,Lincoln Place,Dublin
"POLYGON ((-6.2504639 53.3418894, -6.2504514 53.3418866, -6.2504303 53.3418805, -6.2504137 53.3418748, -6.2503997 53.3418659, -6.2503901 53.3418555, -6.2503831 53.3418455, -6.2503787 53.3418362, -6.2503778 53.3418268, -6.2503787 53.3418184, -6.2503813 53.3418096, -6.2503883 53.3417978, -6.2504996 53.3418345, -6.2504639 53.3418894))",cafe,Cafe Sol,Lincoln Place,Dublin
